# m1 [eV]    sqrt(Delta_m21_sq)_min [eV]    sqrt(Delta_m21_sq)_max [eV]
1.045194e-05 nan nan
1.328085e-05 nan nan
1.687892e-05 nan nan
2.145526e-05 nan nan
2.721758e-05 nan nan
3.468546e-05 nan nan
4.710024e-05 nan nan
5.990415e-05 nan nan
7.959907e-05 nan nan
1.012378e-04 nan nan
1.287470e-04 8.491412e-09 1.094713e-08
1.636896e-04 7.395605e-09 1.342146e-08
2.080800e-04 4.120957e-09 1.976687e-08
2.645481e-04 3.654050e-09 2.649713e-08
3.255467e-04 3.347811e-09 3.277561e-08
3.869206e-04 3.065318e-09 3.974748e-08
