# m1 [eV]    sqrt(Delta_m21_sq)_min [eV]    sqrt(Delta_m21_sq)_max [eV]
1.045194e-05 nan nan
1.328085e-05 nan nan
1.687892e-05 1.448624e-02 1.715281e-02
2.145526e-05 1.250526e-02 1.950769e-02
2.721758e-05 1.131371e-02 2.111893e-02
3.468546e-05 1.033452e-02 2.263528e-02
4.710024e-05 9.320533e-03 2.435632e-02
5.990415e-05 8.668665e-03 2.563538e-02
7.959907e-05 7.990940e-03 2.709962e-02
1.012378e-04 7.511352e-03 2.825101e-02
1.287470e-04 7.111714e-03 2.934244e-02
1.636896e-04 6.804521e-03 3.030102e-02
2.080800e-04 6.554021e-03 3.117600e-02
2.645481e-04 6.296472e-03 3.223720e-02
3.255467e-04 6.071310e-03 3.335777e-02
3.869206e-04 5.825626e-03 3.494557e-02
